EnrichedDO	AffliatedEntrezGeneID
DOID:0002116	1146
DOID:0002116	1543
DOID:0002116	2057
DOID:0002116	2068
DOID:0002116	2152
DOID:0002116	2547
DOID:0002116	2944
DOID:0002116	332
DOID:0002116	3383
DOID:0002116	3664
DOID:0002116	4586
DOID:0002116	4914
DOID:0002116	5329
DOID:0002116	5743
DOID:0002116	6502
DOID:0002116	7031
DOID:0002116	7032
DOID:0002116	7033
DOID:0002116	7040
DOID:0002116	7157
DOID:0002116	7177
DOID:0002116	7422
DOID:0002116	7507
DOID:0002116	7515
DOID:0002116	90070
DOID:0002116	943
DOID:0014667	100
DOID:0014667	100125288
DOID:0014667	100126861
DOID:0014667	100132285
DOID:0014667	100133941
DOID:0014667	100156321
DOID:0014667	10019
DOID:0014667	100507436
DOID:0014667	10060
DOID:0014667	10062
DOID:0014667	10128
DOID:0014667	10134
DOID:0014667	10135
DOID:0014667	10165
DOID:0014667	1019
DOID:0014667	102
DOID:0014667	10272
DOID:0014667	10279
DOID:0014667	1029
DOID:0014667	1030
DOID:0014667	10320
DOID:0014667	1033
DOID:0014667	10365
DOID:0014667	10400
DOID:0014667	10423
DOID:0014667	1043
DOID:0014667	10497
DOID:0014667	1050
DOID:0014667	1051
DOID:0014667	1052
DOID:0014667	10522
DOID:0014667	10549
DOID:0014667	10560
DOID:0014667	10577
DOID:0014667	10599
DOID:0014667	10628
DOID:0014667	10642
DOID:0014667	10643
DOID:0014667	10644
DOID:0014667	1066
DOID:0014667	10666
DOID:0014667	10686
DOID:0014667	1071
DOID:0014667	10724
DOID:0014667	10745
DOID:0014667	10874
DOID:0014667	10886
DOID:0014667	10891
DOID:0014667	109
DOID:0014667	10911
DOID:0014667	10999
DOID:0014667	11093
DOID:0014667	1113
DOID:0014667	11132
DOID:0014667	1118
DOID:0014667	11183
DOID:0014667	11200
DOID:0014667	11232
DOID:0014667	11266
DOID:0014667	1135
DOID:0014667	1147
DOID:0014667	114815
DOID:0014667	114884
DOID:0014667	114899
DOID:0014667	1149
DOID:0014667	116085
DOID:0014667	116519
DOID:0014667	116985
DOID:0014667	117289
DOID:0014667	1191
DOID:0014667	1201
DOID:0014667	120227
DOID:0014667	1208
DOID:0014667	123
DOID:0014667	1234
DOID:0014667	1244
DOID:0014667	1268
DOID:0014667	1312
DOID:0014667	1316
DOID:0014667	133
DOID:0014667	133522
DOID:0014667	1356
DOID:0014667	1361
DOID:0014667	136259
DOID:0014667	1363
DOID:0014667	1364
DOID:0014667	1365
DOID:0014667	1371
DOID:0014667	1374
DOID:0014667	138050
DOID:0014667	1382
DOID:0014667	1401
DOID:0014667	140803
DOID:0014667	1428
DOID:0014667	145258
DOID:0014667	145264
DOID:0014667	145741
DOID:0014667	1471
DOID:0014667	148713
DOID:0014667	148738
DOID:0014667	1489
DOID:0014667	1490
DOID:0014667	1493
DOID:0014667	149461
DOID:0014667	1497
DOID:0014667	150
DOID:0014667	1513
DOID:0014667	1514
DOID:0014667	1520
DOID:0014667	153
DOID:0014667	154
DOID:0014667	1544
DOID:0014667	155
DOID:0014667	1557
DOID:0014667	1559
DOID:0014667	156
DOID:0014667	1565
DOID:0014667	1571
DOID:0014667	1573
DOID:0014667	1581
DOID:0014667	1588
DOID:0014667	1593
DOID:0014667	1604
DOID:0014667	1636
DOID:0014667	1644
DOID:0014667	164656
DOID:0014667	1649
DOID:0014667	165
DOID:0014667	1672
DOID:0014667	169026
DOID:0014667	170392
DOID:0014667	1717
DOID:0014667	1728
DOID:0014667	1737
DOID:0014667	1738
DOID:0014667	177
DOID:0014667	1803
DOID:0014667	1806
DOID:0014667	181
DOID:0014667	1813
DOID:0014667	182
DOID:0014667	183
DOID:0014667	1843
DOID:0014667	185
DOID:0014667	1869
DOID:0014667	187
DOID:0014667	1889
DOID:0014667	1893
DOID:0014667	19
DOID:0014667	1906
DOID:0014667	192343
DOID:0014667	1950
DOID:0014667	1956
DOID:0014667	1965
DOID:0014667	196743
